Time [min],Reflectance_590,PulseNumber
175.39153,880.00000,524.0
175.72625,874.00000,525.0
176.06097,873.00000,526.0
176.39568,878.00000,527.0
176.73040,878.00000,528.0
177.06512,879.00000,529.0
177.39983,877.00000,530.0
177.73455,877.00000,531.0
178.06927,878.00000,532.0
178.40398,874.00000,533.0
178.73870,874.00000,534.0
179.07342,873.00000,535.0
179.40813,871.00000,536.0
179.74285,878.00000,537.0
180.07757,876.00000,538.0
180.41228,873.00000,539.0
180.74700,877.00000,540.0
181.08172,876.00000,541.0
181.41643,877.00000,542.0
181.75115,872.00000,543.0
182.08587,878.00000,544.0
182.42058,878.00000,545.0
182.75530,878.00000,546.0
183.09002,878.00000,547.0
183.42473,872.00000,548.0
183.75945,880.00000,549.0
184.09417,874.00000,550.0
184.42888,877.00000,551.0
184.76360,879.00000,552.0
185.09832,877.00000,553.0
185.43303,878.00000,554.0
185.76775,873.00000,555.0
186.10247,878.00000,556.0
186.43718,876.00000,557.0
186.77190,876.00000,558.0
187.10662,871.00000,559.0
187.44133,877.00000,560.0
187.77605,870.00000,561.0
188.11077,879.00000,562.0
188.44548,877.00000,563.0
188.78020,872.00000,564.0
189.11492,877.00000,565.0
189.44963,878.00000,566.0
189.78435,876.00000,567.0
190.11907,876.00000,568.0
190.45378,877.00000,569.0
190.78850,875.00000,570.0
191.12322,875.00000,571.0
191.45793,868.00000,572.0
191.79265,876.00000,573.0
192.12737,872.00000,574.0
192.46208,878.00000,575.0
192.79680,872.00000,576.0
193.13152,880.00000,577.0
193.46623,874.00000,578.0
193.80095,877.00000,579.0
194.13567,874.00000,580.0
194.47038,878.00000,581.0
194.80510,876.00000,582.0
195.13982,877.00000,583.0
195.47453,880.00000,584.0
195.80925,874.00000,585.0
196.14397,875.00000,586.0
196.47868,882.00000,587.0
196.81340,878.00000,588.0
197.14812,876.00000,589.0
197.48283,874.00000,590.0
197.81755,882.00000,591.0
198.15227,880.00000,592.0
198.48698,874.00000,593.0
198.82170,876.00000,594.0
199.15642,880.00000,595.0
199.49113,878.00000,596.0
199.82585,877.00000,597.0
200.16057,874.00000,598.0
200.49528,880.00000,599.0
200.83000,872.00000,600.0
